study_hours,sleep_hours,prior_test_score,pass_exam
5.493137832556154,4.0,53.87583301584284,0
2.112724832418314,4.0,38.252327945929,1
3.508446667011245,4.0,77.2700396118521,1
6.216241917069855,10.0,69.59803677425859,1
4.078015781025702,10.0,20.058639254991384,0
3.573466626828098,10.0,26.3447395915531,0
2.2180907725008794,10.0,46.492367177562116,1
3.4587073241250836,9.045593122598312,60.83471069279377,0
4.444487436614994,4.0,67.28027498985934,1
4.503627194219967,9.442708819035122,71.46468970366155,1
5.415852174611924,4.0,38.04316080059263,1
4.987979663013846,9.826834375749648,76.49945658083911,0
6.942003337943051,7.808943309252925,70.61279458352722,1
2.8347610618468595,4.0,64.28309984797201,1
8.131638985060343,10.0,54.33668016854554,1
6.175667773914245,4.0,72.55938236239768,1
5.6103780799556,10.0,44.26625437058236,1
0.8242303213504569,4.0,34.780594455200685,0
6.461770999322874,4.0,72.14432113001224,0
0.0,4.0,21.54733390317719,0
3.9377780597596974,4.0,83.78687053582297,1
0.0,9.483762867203518,85.43691009020176,1
3.601900616720404,10.0,104.35376573671469,1
4.7008614844653955,9.731963553105675,71.64757442339527,0
3.894898430421991,4.0,68.92617320091694,0
2.7314378334987293,4.0,59.41980084000057,1
3.2741377885642646,4.0,63.280999102806746,1
0.0,10.0,47.04470227573315,1
4.275029479513217,10.0,84.59758770608205,0
2.5614076251460083,4.0,100.27315997176001,0
5.457045770845534,5.3980719873146645,48.274467602916936,0
7.2434909704898836,4.0,67.91971697078087,1
7.0433244995427255,4.0,47.81322446607014,1
1.3864531406689218,8.08802398615801,25.985459553544295,0
2.220463395462178,4.0,36.928728446245174,0
4.010535481914091,4.0,22.043308482317755,1
5.732849740336862,7.069419511878033,76.79697705959425,0
2.928928839347612,4.124754016324526,38.62202737933407,1
3.483702164588963,8.375706513854688,59.95141533363107,1
4.094312316045729,10.0,69.70467241666272,0
3.145869704034789,10.0,61.37328064509602,1
3.7575340684185377,7.093980938107032,46.573300696400906,0
3.6628509078718188,10.0,48.2440700376041,0
3.608202136293458,5.371751923285483,71.13500919459078,0
3.613313765473375,4.0,89.04178264632169,1
4.5932602011655295,9.018368095601842,76.16403510827612,1
2.479509145342725,10.0,42.63987692724018,0
0.0,10.0,37.04315383632766,1
2.9389253984408272,4.0,85.44313716101985,1
5.6846912000834795,4.0,27.928255379420847,1
3.670427907201031,4.0,53.55631341806615,1
1.431796546930498,10.0,49.420102316481504,0
4.400342967189868,4.0,79.98369921002332,1
5.697018158880014,4.0,76.08969284336949,0
0.5803091375878919,6.044602768026252,8.919135535589461,0
0.8326618591430175,10.0,76.7503222172652,0
1.7990205044963927,10.0,87.3812330590058,0
1.685484918231953,4.0,88.80365754186121,0
7.616089721032322,5.807700067127184,91.1409014421543,1
1.7776427778504513,9.135607822172807,27.131948348417367,1
5.740830695793337,4.0,79.03156275741877,1
5.497945663925261,6.801688464876096,59.877304188542055,0
5.419065135698497,10.0,131.8052440211007,1
4.632298854240019,6.656945668188622,30.673144851695984,1
2.4435715096706545,4.0,60.432052810049484,0
2.928076814838529,9.143233126373215,69.28997710367196,1
1.652335558050786,6.810603258203482,76.38109211727493,0
2.1304075920113323,4.0,61.435673921019266,0
1.799920704083977,4.0,48.12026784421752,0
3.9440123744112783,4.0,41.25908112138304,1
2.7187558300139094,10.0,23.100394763361464,0
4.848461287062518,4.0,83.51869501836373,1
6.325725546122787,6.694052096947953,47.21718336374818,0
8.92874453089135,4.0,80.70270578410842,1
3.7267013574488623,4.0,68.7183813746891,0
0.8480942351351812,9.026158567793047,85.63394183232104,1
6.765455272083499,4.307788739322483,65.85569005558493,0
3.681392018252713,4.0,52.030210124028905,0
5.567918866325603,4.0,61.38465660429677,0
1.567865390405332,4.0,52.34427943873554,0
2.9482354506038275,4.0,82.89550549146142,1
4.323939111093152,4.0,82.90238801957284,0
2.153264871420712,4.0,62.081121636994936,1
6.5254661556332225,4.0,70.93787184199641,0
7.2700096592791486,10.0,0.0,1
4.664426597372825,7.744903094586201,75.94194860957568,1
2.886842943949733,4.0,83.17407746892306,1
2.5644937677827047,4.294815679571988,59.73396846648308,1
3.3477471868746256,4.0,70.16267906842357,1
3.2334210802378385,10.0,0.0,0
2.5744308490942176,6.564820727152221,41.51858875032548,1
5.320894141381748,4.0,46.390637404322135,0
2.310712116615405,4.0,77.6571194646584,1
3.846402858345262,4.0,50.14849627708302,0
7.039579610974082,6.506656186092009,85.00817282045007,0
2.24617560965286,10.0,55.36665984192149,0
4.003183480575623,4.0,119.23114252976433,0
2.8889177445035825,4.0,67.60977893455419,0
4.662877924887377,10.0,101.4202065013093,0
2.904780102607628,9.702569128465987,73.1945905590858,0
0.2452168990634216,4.0,36.508551738929995,1
2.628869830462631,4.0,103.60499946911703,1
2.3326115992307344,4.0,72.5132773152332,1
5.770299173499148,6.221701300413936,95.40564709290823,1
3.548484031395975,10.0,40.742838129294896,1
3.986379041743696,4.0,0.0,1
4.0197888499941605,4.0,59.20273133735018,1
3.855301709959267,8.428840175568736,35.294128202642284,1
1.4724948407360814,7.123314285503287,71.8439748078186,0
1.0255245628593395,4.0,93.3754125644596,1
1.1516793044796723,4.0,122.48525628793348,1
1.9879311996350402,5.643203589585514,57.97058742625742,0
0.8069009879388207,10.0,53.31047954727208,1
4.310865350869187,4.0,9.778311971249082,1
9.158976312485748,4.0,45.98772594448536,1
3.140886558778753,5.582264829861072,51.95503892510855,1
0.0,10.0,84.95664035012838,1
4.038439164018424,4.214954493716384,47.59405327955352,1
1.4177096655926498,10.0,72.38698123465196,0
5.489810615222087,5.107062100274594,4.7898456920944525,0
4.096271178103197,10.0,60.415514198193556,1
1.223722472412958,4.0,73.78562616682326,0
5.451146947687792,4.0,19.088787487370354,0
3.5848471310646466,4.0,62.27068729030603,0
3.7124668634681393,5.732849125915612,76.07082088460025,1
2.948637556490623,4.0,28.97871748037167,1
9.424288770130413,10.0,92.32980237286648,0
3.844219829002399,6.245333002416105,51.392428980869056,0
4.164194443215159,4.0,58.0273705087442,1
4.128655170942491,4.733787973547617,50.15281995890663,0
2.1391483135794243,10.0,46.126842340381266,0
3.87084782412053,9.063557920464163,69.46829143615261,0
3.8293221053210202,9.524642721160156,16.07571025943927,1
7.543375295190263,7.270139569992255,41.17088666586976,1
2.0688583887882754,4.0,69.43086946196688,1
6.740708538083577,4.0,53.14622585683785,0
2.865443014813952,4.0,63.18464900644282,1
1.861683153181986,4.0,34.72961595279278,0
